timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
21,main,Inertial,inertial,state,,1,514,0,0,1,0,0,0,0.2441481,0.8239998,0,-0.04382324,0.03393555,1.00708,1
21,main,Gps,gps,state,,1,513,89.41638,89.41638,47.94384,-44.54885,100,1,-0.147219,2.057852,89.41638,-0.5798517,-1.037629,0.9460737,0.07092285,-0.00769043,-1.007568,1
23,main,Motor,motor_lf,state,,1,514,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
23,main,Motor,motor_lb,state,,1,514,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
29,main,Motor,motor_rf,state,,1,524,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,35,0
30,main,Motor,motor_rb,state,,1,524,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1030,main,Inertial,inertial,state,,1,1513,0,0,1,0,0,0,0.2441481,0.7934813,0.03051851,-0.04443359,0.03381348,1.008057,1
1031,main,Gps,gps,state,,1,1516,89.42718,89.42718,47.90776,-43.93476,100,0,-0.1465905,2.05546,89.42718,-0.5493331,-1.098666,1.007111,0.0715332,-0.008178711,-1.004883,1
1032,main,Motor,motor_lf,state,,1,1512,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1038,main,Motor,motor_lb,state,,1,1512,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1038,main,Motor,motor_rf,state,,1,1511,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,35,0
1039,main,Motor,motor_rb,state,,1,1524,1073741823,0,1,0,2,0,0,0,0,0,0,35,0
1193,t55470228,Controller,controller,axis2_changed,,-7,-0.6614173
1193,t55470228,Motor,motor_rf,spin,,0,-0.6614173,0
1193,t55470228,Motor,motor_rb,spin,,0,-0.6614173,0
1213,t55994516,Controller,controller,axis3_changed,,-29,-2.740157
1218,t55470228,Controller,controller,axis2_changed,,-48,-4.535433
1218,t55994516,Motor,motor_lf,spin,,0,-2.740157,0
1219,t55470228,Motor,motor_rf,spin,,0,-4.535433,0
1219,t55994516,Motor,motor_lb,spin,,0,-2.740157,0
1219,t55470228,Motor,motor_rb,spin,,0,-4.535433,0
1273,t55994516,Controller,controller,axis3_changed,,-127,-12
1273,t55994516,Motor,motor_lf,spin,,0,-12,0
1273,t55994516,Motor,motor_lb,spin,,0,-12,0
1274,t55470228,Controller,controller,axis2_changed,,-127,-12
1274,t55470228,Motor,motor_rf,spin,,0,-12,0
1280,t55470228,Motor,motor_rb,spin,,0,-12,0
1580,t55470228,Controller,controller,axis2_changed,,-102,-9.637795
1580,t55470228,Motor,motor_rf,spin,,0,-9.637795,0
1580,t55470228,Motor,motor_rb,spin,,0,-9.637795,0
1610,t55470228,Controller,controller,axis2_changed,,19,1.795276
1610,t55470228,Motor,motor_rf,spin,,0,1.795276,0
1610,t55470228,Motor,motor_rb,spin,,0,1.795276,0
1640,t55994516,Controller,controller,axis3_changed,,0,0
1640,t55994516,Motor,motor_lf,spin,,0,0,0
1640,t55994516,Motor,motor_lb,spin,,0,0,0
1646,t55470228,Controller,controller,axis2_changed,,0,0
1646,t55470228,Motor,motor_rf,spin,,0,0,0
1646,t55470228,Motor,motor_rb,spin,,0,0,0
1751,t55994516,Controller,controller,axis3_changed,,127,12
1751,t55994516,Motor,motor_lf,spin,,0,12,0
1751,t55994516,Motor,motor_lb,spin,,0,12,0
1752,t55470228,Controller,controller,axis2_changed,,127,12
1752,t55470228,Motor,motor_rf,spin,,0,12,0
1753,t55470228,Motor,motor_rb,spin,,0,12,0
2040,main,Inertial,inertial,state,,1,2513,333.2043,-26.79565,0,-2.860919,-0.534087,-26.79565,2.04474,5.829035,7.415998,0.002075195,-0.04248047,0.7994385,1
2046,main,Gps,gps,state,,1,2517,69.00961,69.00961,-456.5217,-4.976649,100,0,0.1412838,2.086918,69.00961,-6.256294,-6.714072,-5.066072,0.7799072,-0.1247559,-0.699585,1
2047,main,Motor,motor_lf,state,,1,2515,1073741823,0,1,0,0,-272.8,200.6667,0.975,7.630434,0.3631845,66.27222,35,200
2048,main,Motor,motor_lb,state,,1,2515,1073741823,0,1,0,0,-297.2,202.6,0.8190001,6.259647,0.2950963,65.26931,35,200
2049,main,Motor,motor_rf,state,,1,2513,1073741823,0,1,0,0,-117.2,217.8,0.424,2.750366,0.1206107,54.81884,35,200
2052,main,Motor,motor_rb,state,,1,2525,1073741823,0,1,0,0,-146,204.6667,0.87,6.79337,0.3170235,66.16227,35,200
2242,t55470228,Controller,controller,axis2_changed,,125,11.81102
2242,t55470228,Motor,motor_rf,spin,,0,11.81102,0
2242,t55470228,Motor,motor_rb,spin,,0,11.81102,0
2262,t55470228,Controller,controller,axis2_changed,,0,0
2262,t55470228,Motor,motor_rf,spin,,0,0,0
2262,t55470228,Motor,motor_rb,spin,,0,0,0
2282,t55470228,Controller,controller,axis2_changed,,-123,-11.62205
2282,t55470228,Motor,motor_rf,spin,,0,-11.62205,0
2282,t55470228,Motor,motor_rb,spin,,0,-11.62205,0
2302,t55470228,Controller,controller,axis2_changed,,-127,-12
2302,t55470228,Motor,motor_rf,spin,,0,-12,0
2302,t55470228,Motor,motor_rb,spin,,0,-12,0
2812,t55470228,Controller,controller,axis2_changed,,-17,-1.606299
2812,t55470228,Motor,motor_rf,spin,,0,-1.606299,0
2812,t55470228,Motor,motor_rb,spin,,0,-1.606299,0
2832,t55994516,Controller,controller,axis3_changed,,-29,-2.740157
2837,t55470228,Controller,controller,axis2_changed,,0,0
2837,t55994516,Motor,motor_lf,spin,,0,-2.740157,0
2838,t55470228,Motor,motor_rf,spin,,0,0,0
2838,t55994516,Motor,motor_lb,spin,,0,-2.740157,0
2838,t55470228,Motor,motor_rb,spin,,0,0,0
2862,t55994516,Controller,controller,axis3_changed,,0,0
2862,t55994516,Motor,motor_lf,spin,,0,0,0
2862,t55994516,Motor,motor_lb,spin,,0,0,0
3002,t55470228,Controller,controller,axis2_changed,,31,2.929134
3002,t55470228,Motor,motor_rf,spin,,0,2.929134,0
3008,t55470228,Motor,motor_rb,spin,,0,2.929134,0
3022,t55470228,Controller,controller,axis2_changed,,115,10.86614
3022,t55470228,Motor,motor_rf,spin,,0,10.86614,0
3022,t55470228,Motor,motor_rb,spin,,0,10.86614,0
3042,t55994516,Controller,controller,axis3_changed,,127,12
3042,t55994516,Motor,motor_lf,spin,,0,12,0
3042,t55994516,Motor,motor_lb,spin,,0,12,0
3043,t55470228,Controller,controller,axis2_changed,,127,12
3043,t55470228,Motor,motor_rf,spin,,0,12,0
3044,t55470228,Motor,motor_rb,spin,,0,12,0
3053,main,Inertial,inertial,state,,1,3512,172.9272,172.9272,0,-2.516642,0.9417971,172.9272,-2.349925,0.2746666,-25.94073,0.05151367,-0.07312012,0.996582,1
3054,main,Gps,gps,state,,1,3519,273.5569,273.5569,-118.2445,815.769,99,0,3.159061,2.762882,-86.44308,-1.037629,11.10874,21.17985,-0.08398438,-0.4248047,-1.05957,1
3055,main,Motor,motor_lf,state,,1,3513,1073741823,0,1,0,0,760,26.93333,0.085,0.0662527,0.02349453,31.24022,35,200
3056,main,Motor,motor_lb,state,,1,3510,1073741823,0,1,0,0,736,4.933333,0,0,0,0,35,200
3058,main,Motor,motor_rf,state,,1,3511,1073741823,0,1,0,0,-361.6,121.1333,1.047,5.300143,0.4179047,65.95725,35,200
3059,main,Motor,motor_rb,state,,1,3512,1073741823,0,1,0,0,-484.4,79.8,1.007,3.34429,0.4002712,43.23711,35,200
3564,t55994516,Controller,controller,axis3_changed,,96,9.070867
3564,t55994516,Motor,motor_lf,spin,,0,9.070867,0
3564,t55994516,Motor,motor_lb,spin,,0,9.070867,0
3584,t55994516,Controller,controller,axis3_changed,,14,1.322835
3584,t55994516,Motor,motor_lf,spin,,0,1.322835,0
3590,t55994516,Motor,motor_lb,spin,,0,1.322835,0
3625,t55994516,Controller,controller,axis3_changed,,-57,-5.385827
3625,t55994516,Motor,motor_lf,spin,,0,-5.385827,0
3625,t55994516,Motor,motor_lb,spin,,0,-5.385827,0
3640,t55994516,Controller,controller,axis3_changed,,-127,-12
3640,t55994516,Motor,motor_lf,spin,,0,-12,0
3640,t55994516,Motor,motor_lb,spin,,0,-12,0
4061,main,Inertial,inertial,state,,1,4511,67.20522,67.20522,0,-0.1457465,2.720895,67.20522,-4.058962,-2.899258,387.9818,0.1729736,0.07189941,1.052734,1
4067,main,Gps,gps,state,,1,4512,156.6015,156.6015,-630.7988,72.80962,99,0,1.005876,-0.6413651,156.6015,14.31318,3.875851,-386.9747,-0.4973145,-0.7322998,-0.9713135,1
4068,main,Motor,motor_lf,state,,1,4512,1073741823,0,1,0,1,1062.4,-188.3333,1.122,8.452452,0.4286559,64.56998,35,-200
4069,main,Motor,motor_lb,state,,1,4509,1073741823,0,1,0,1,954,-200.1333,0.614,4.30203,0.2053087,60.21454,35,-200
4070,main,Motor,motor_rf,state,,1,4519,1073741823,0,1,0,0,898,194.8667,0.83,6.126512,0.3002818,63.37001,35,200
4073,main,Motor,motor_rb,state,,1,4523,1073741823,0,1,0,0,748,210.9333,0.661,4.98105,0.2255428,64.31912,35,200
4663,t55994516,Controller,controller,axis3_changed,,-112,-10.58268
4663,t55994516,Motor,motor_lf,spin,,0,-10.58268,0
4663,t55994516,Motor,motor_lb,spin,,0,-10.58268,0
4673,t55994516,Controller,controller,axis3_changed,,-60,-5.669291
4673,t55994516,Motor,motor_lf,spin,,0,-5.669291,0
4673,t55994516,Motor,motor_lb,spin,,0,-5.669291,0
4693,t55994516,Controller,controller,axis3_changed,,9,0.8503937
4698,t55994516,Motor,motor_lf,spin,,0,0.8503937,0
4698,t55994516,Motor,motor_lb,spin,,0,0.8503937,0
4713,t55994516,Controller,controller,axis3_changed,,127,12
4713,t55994516,Motor,motor_lf,spin,,0,12,0
4713,t55994516,Motor,motor_lb,spin,,0,12,0
4983,t55994516,Controller,controller,axis3_changed,,0,0
4983,t55994516,Motor,motor_lf,spin,,0,0,0
4983,t55994516,Motor,motor_lb,spin,,0,0,0
4983,t55470228,Controller,controller,axis2_changed,,-4,-0.3779528
4984,t55470228,Motor,motor_rf,spin,,0,-0.3779528,0
4984,t55470228,Motor,motor_rb,spin,,0,-0.3779528,0
5000,t55994516,Controller,controller,axis3_changed,,-95,-8.976377
5000,t55994516,Motor,motor_lf,spin,,0,-8.976377,0
5000,t55994516,Motor,motor_lb,spin,,0,-8.976377,0
5001,t55470228,Controller,controller,axis2_changed,,-127,-12
5001,t55470228,Motor,motor_rf,spin,,0,-12,0
5002,t55470228,Motor,motor_rb,spin,,0,-12,0
5025,t55994516,Controller,controller,axis3_changed,,-127,-12
5025,t55994516,Motor,motor_lf,spin,,0,-12,0
5025,t55994516,Motor,motor_lb,spin,,0,-12,0
5074,main,Inertial,inertial,state,,1,5511,132.9315,-227.0685,0,-1.086716,0.08293868,132.9315,0.5493331,15.53392,-68.69717,0.03942871,0.8084717,0.7358398,1
5075,main,Gps,gps,state,,1,5514,215.2021,-144.7978,-999.4828,-32.3903,100,0,-2.126706,-0.5363478,-144.7978,-14.74044,1.586962,65.03494,-1.17334,0.08044434,-0.7408447,1
5076,main,Motor,motor_lf,state,,1,5512,1073741823,0,1,0,1,642.4,-86,1.861,6.98197,0.7754126,48.14849,35,-200
5077,main,Motor,motor_lb,state,,1,5513,1073741823,0,1,0,1,444.8,-136.9333,1.686,9.954995,0.6943608,69.30983,35,-200
5084,main,Motor,motor_rf,state,,1,5522,1073741823,0,1,0,1,2084,-119.8,2.379,12.45176,0.992721,53.98134,35,-200
5085,main,Motor,motor_rb,state,,1,5525,1073741823,0,1,0,1,1892,-178.3333,1.542,11.56122,0.6191909,70.47894,35,-200
6014,t55994516,Controller,controller,axis3_changed,,0,0
6014,t55994516,Motor,motor_lf,spin,,0,0,0
6014,t55994516,Motor,motor_lb,spin,,0,0,0
6034,t55994516,Controller,controller,axis3_changed,,65,6.141732
6034,t55994516,Motor,motor_lf,spin,,0,6.141732,0
6039,t55994516,Motor,motor_lb,spin,,0,6.141732,0
6054,t55994516,Controller,controller,axis3_changed,,127,12
6054,t55994516,Motor,motor_lf,spin,,0,12,0
6054,t55994516,Motor,motor_lb,spin,,0,12,0
6086,main,Inertial,inertial,state,,1,6510,148.7689,-211.231,0,2.550401,-0.9326405,148.7689,-19.37925,-6.744591,-26.27644,-0.07739258,-0.5097656,1.334351,1
6087,main,Gps,gps,state,,1,6515,213.5301,-146.4699,-472.0049,663.0208,100,0,-2.282451,4.372247,-146.4699,10.19318,32.3191,24.81155,0.3530273,0.6970215,-1.361206,1
6093,main,Motor,motor_lf,state,,1,6515,1073741823,0,1,0,0,-557.2,7.066667,1.302,0.4051661,0.5476105,6.86342,35,200
6095,main,Motor,motor_lb,state,,1,6521,1073741823,0,1,0,0,-802,21.66667,1.476,1.397396,0.616,15.77909,35,200
6096,main,Motor,motor_rf,state,,1,6523,1073741823,0,1,0,1,828,-229.2667,0.332,1.953176,0.08136803,50.66799,35,-200
6097,main,Motor,motor_rb,state,,1,6521,1073741823,0,1,0,1,607.6,-216.5333,0.398,2.495231,0.1100625,53.70877,35,-200
6948,t55994516,Controller,controller,axis3_changed,,10,0.9448819
6952,t55470228,Controller,controller,axis2_changed,,40,3.779528
6953,t55994516,Motor,motor_lf,spin,,0,0.9448819,0
6953,t55470228,Motor,motor_rf,spin,,0,3.779528,0
6953,t55994516,Motor,motor_lb,spin,,0,0.9448819,0
6954,t55470228,Motor,motor_rb,spin,,0,3.779528,0
6968,t55994516,Controller,controller,axis3_changed,,0,0
6968,t55994516,Motor,motor_lf,spin,,0,0,0
6968,t55994516,Motor,motor_lb,spin,,0,0,0
6968,t55470228,Controller,controller,axis2_changed,,0,0
6969,t55470228,Motor,motor_rf,spin,,0,0,0
6974,t55470228,Motor,motor_rb,spin,,0,0,0
7098,main,Inertial,inertial,state,,1,7509,131.5754,131.5754,0,-1.492,-2.104301,131.5754,-2.960295,-1.129185,-106.4486,0.1325684,0.1887207,1.150024,1
7099,main,Gps,gps,state,,1,7518,206.1274,206.1274,281.4374,1382.954,99,0,-2.404836,3.010238,-153.8725,-0.8239998,9.338664,106.0213,-0.1695557,-0.06835938,-1.051025,1
7100,main,Motor,motor_lf,state,,1,7513,1073741823,0,1,0,0,592.4,101.7333,0,0,0,0,35,0
7101,main,Motor,motor_lb,state,,1,7509,1073741823,0,1,0,0,318.8,85.33334,0,0,0,0,35,0
7107,main,Motor,motor_rf,state,,1,7525,1073741823,0,1,0,1,-194.8,-16.86667,0.039,0.02345338,0.01328096,86.40355,35,0
7108,main,Motor,motor_rb,state,,1,7527,1073741823,0,1,0,1,-482,-31.53333,0,0,0,0,35,0
7207,t55470228,Controller,controller,axis2_changed,,25,2.362205
7207,t55470228,Motor,motor_rf,spin,,0,2.362205,0
7207,t55470228,Motor,motor_rb,spin,,0,2.362205,0
7232,t55994516,Controller,controller,axis3_changed,,53,5.007874
7232,t55994516,Motor,motor_lf,spin,,0,5.007874,0
7232,t55994516,Motor,motor_lb,spin,,0,5.007874,0
7233,t55470228,Controller,controller,axis2_changed,,127,12
7238,t55470228,Motor,motor_rf,spin,,0,12,0
7239,t55470228,Motor,motor_rb,spin,,0,12,0
7278,t55994516,Controller,controller,axis3_changed,,127,12
7278,t55994516,Motor,motor_lf,spin,,0,12,0
7278,t55994516,Motor,motor_lb,spin,,0,12,0
8109,main,Inertial,inertial,state,,1,8508,148.3682,148.3682,0,0.8819094,-2.090702,148.3682,-2.838221,7.904294,-8.239998,-0.01599121,0.03186035,1.042725,1
8110,main,Gps,gps,state,,1,8519,202.8852,202.8852,281.4374,1382.954,98,0,-2.997464,2.704829,-157.1148,-4.943998,7.202368,-0.7019257,-0.08557129,-0.2401123,-0.9875488,1
8116,main,Motor,motor_lf,state,,1,8517,1073741823,0,1,0,0,1716.4,217.0667,0.357,2.047685,0.09009968,47.72684,35,200
8117,main,Motor,motor_lb,state,,1,8512,1073741823,0,1,0,0,1423.6,223.2,0.4,2.542866,0.1088135,52.73468,35,200
8118,main,Motor,motor_rf,state,,1,8523,1073741823,0,1,0,0,906.4,227.2667,0.367,2.244492,0.09432691,50.75758,35,200
