timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
9,main,Motor,motor_lb,state,,1,398,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
10,main,Motor,motor_rf,state,,1,404,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,30,0
10,main,Motor,motor_rb,state,,1,404,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
11,main,Motor,motor_lf,state,,1,398,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
488,main,Motor,motor_lf,spin,,0,0,1
488,main,Motor,motor_lf,state,,1,873,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
494,main,Motor,motor_lb,spin,,0,0,1
494,main,Motor,motor_lb,state,,1,873,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
878,main,Motor,motor_lf,stop,,0
878,main,Motor,motor_lf,state,,1,1258,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
879,main,Motor,motor_lb,stop,,0
879,main,Motor,motor_lb,state,,1,1258,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
1060,main,Motor,motor_rf,spin,,0,0,1
1060,main,Motor,motor_rf,state,,1,1441,1073741823,0,1,0,2,0,0,0.039,0,0.01712656,0,30,0
1061,main,Motor,motor_rb,spin,,0,0,1
1067,main,Motor,motor_rb,state,,1,1449,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
1470,main,Motor,motor_rf,stop,,0
1470,main,Motor,motor_rf,state,,1,1843,1073741823,0,1,0,2,0,0,0.04,0,0.0176,0,30,0
1471,main,Motor,motor_rb,stop,,0
1471,main,Motor,motor_rb,state,,1,1846,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
1650,main,Motor,motor_lf,spin,,0,0,1
1650,main,Motor,motor_lf,state,,1,2019,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
1651,main,Motor,motor_lb,spin,,0,0,1
1652,main,Motor,motor_lb,state,,1,2020,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2052,main,Motor,motor_lf,stop,,0
2052,main,Motor,motor_lf,state,,1,2415,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2053,main,Motor,motor_lb,stop,,0
2053,main,Motor,motor_lb,state,,1,2416,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2252,main,Motor,motor_rf,spin,,0,0,1
2252,main,Motor,motor_rf,state,,1,2618,1073741823,0,1,0,2,0,0,0.04,0,0.01756656,0,30,0
2253,main,Motor,motor_rb,spin,,0,0,1
2254,main,Motor,motor_rb,state,,1,2619,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2562,main,Motor,motor_rf,stop,,0
2567,main,Motor,motor_rf,state,,1,2935,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,30,0
2568,main,Motor,motor_rb,stop,,0
2569,main,Motor,motor_rb,state,,1,2936,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2862,main,Motor,motor_lf,spin,,0,0,1
2862,main,Motor,motor_lf,state,,1,3216,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2863,main,Motor,motor_lb,spin,,0,0,1
2863,main,Motor,motor_lb,state,,1,3217,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
2865,main,Motor,motor_rf,spin,,0,0,1
2865,main,Motor,motor_rf,state,,1,3218,1073741823,0,1,0,2,0,0,0.039,0,0.01716,0,30,0
2872,main,Motor,motor_rb,spin,,0,0,1
2872,main,Motor,motor_rb,state,,1,3234,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
3369,main,Motor,motor_rf,stop,,0
3369,main,Motor,motor_rf,state,,1,3719,1073741823,0,1,0,2,0,0,0.04,0,0.01756656,0,30,0
3370,main,Motor,motor_rb,stop,,0
3370,main,Motor,motor_rb,state,,1,3719,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
3389,main,Motor,motor_lf,stop,,0
3389,main,Motor,motor_lf,state,,1,3735,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
3390,main,Motor,motor_lb,stop,,0
3395,main,Motor,motor_lb,state,,1,3751,1073741823,0,1,0,2,0,0,0,0,0,0,30,0
