timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
10820,t55994516,Controller,controller,buttonA_pressed,
10820,t55994516,Gps,gps,state,,1,11087,87.85489,87.85489,60.95983,-32.98645,100,0,-0.4194986,3.302421,87.85489,-0.6103702,-1.342814,1.22074,0.07873535,-0.007446289,-1.00415,1
17370,t55994516,Controller,controller,buttonA_pressed,
17370,t55994516,Gps,gps,state,,1,17567,179.022,179.022,-112.5851,-136.5638,100,0,1.570766,2.338544,179.022,-0.5798517,-1.403851,1.159703,0.05932617,-0.0267334,-1.005859,1
24122,t55994516,Controller,controller,buttonA_pressed,
24122,t55994516,Gps,gps,state,,1,24246,265.1196,265.1196,-203.2702,18.59452,100,0,0.8133,1.495441,-94.88043,-0.5798517,-1.373333,1.129185,0.04724121,-0.01623535,-1.007324,1
28082,t55994516,Controller,controller,buttonA_pressed,
28082,t55994516,Gps,gps,state,,1,28156,0.8715155,360.8715,-33.69038,86.77981,100,0,-0.3330442,2.038657,0.8715155,-0.6408887,-1.464888,1.190222,0.05688477,0.001342773,-1.00647,1
30508,t55863444,Controller,controller,buttonX_pressed,
